ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE
40168,2200,2025-12-23,2025-12-25,Standard Shipping
40169,4452,2025-12-23,2025-12-28,Free Shipping
40170,80,2025-12-23,2025-12-26,Free Shipping
40171,2538,2025-12-23,2025-12-27,Free Shipping
40172,3160,2025-12-23,2025-12-23,Express Shipping
40173,191,2025-12-23,2025-12-24,Standard Shipping
40174,1413,2025-12-23,2025-12-26,Free Shipping
40175,314,2025-12-23,2025-12-28,Free Shipping
40176,3963,2025-12-23,2025-12-23,Express Shipping
40177,3418,2025-12-23,2025-12-27,Free Shipping
40178,3179,2025-12-23,2025-12-26,Free Shipping
40179,4265,2025-12-23,2025-12-26,Free Shipping
40180,4512,2025-12-23,2025-12-25,Standard Shipping
40181,2865,2025-12-23,2025-12-27,Free Shipping
40182,1808,2025-12-23,2025-12-27,Free Shipping
40183,5294,2025-12-23,2025-12-28,Free Shipping
40184,3818,2025-12-23,2025-12-24,Standard Shipping
40185,5129,2025-12-23,2025-12-28,Free Shipping
40186,646,2025-12-23,2025-12-23,Express Shipping
40187,5475,2025-12-23,2025-12-25,Standard Shipping
40188,1191,2025-12-23,2025-12-28,Free Shipping
40189,4919,2025-12-23,2025-12-23,Express Shipping
40190,5144,2025-12-23,2025-12-23,Express Shipping
40191,5486,2025-12-23,2025-12-24,Standard Shipping
40192,669,2025-12-23,2025-12-27,Free Shipping
40193,1372,2025-12-23,2025-12-24,Standard Shipping
40194,3904,2025-12-23,2025-12-23,Express Shipping
40195,1042,2025-12-23,2025-12-24,Standard Shipping
40196,1992,2025-12-23,2025-12-24,Standard Shipping
40197,1074,2025-12-23,2025-12-28,Free Shipping
40198,1185,2025-12-23,2025-12-28,Free Shipping
40199,4969,2025-12-23,2025-12-27,Free Shipping
40200,5498,2025-12-23,2025-12-23,Express Shipping
40201,3000,2025-12-23,2025-12-23,Express Shipping
40202,2476,2025-12-23,2025-12-25,Standard Shipping
40203,777,2025-12-23,2025-12-26,Free Shipping
40204,3309,2025-12-23,2025-12-23,Express Shipping
40205,2599,2025-12-23,2025-12-26,Free Shipping
40206,1808,2025-12-23,2025-12-24,Standard Shipping
40207,4476,2025-12-23,2025-12-27,Free Shipping
40208,1775,2025-12-23,2025-12-27,Free Shipping
40209,5165,2025-12-23,2025-12-25,Standard Shipping
40210,1492,2025-12-23,2025-12-24,Standard Shipping
40211,3287,2025-12-24,2025-12-29,Free Shipping
40212,1368,2025-12-24,2025-12-24,Express Shipping
40213,5604,2025-12-24,2025-12-28,Free Shipping
40214,4367,2025-12-24,2025-12-29,Free Shipping
40215,4451,2025-12-24,2025-12-27,Free Shipping
40216,3407,2025-12-24,2025-12-27,Free Shipping
40217,6,2025-12-24,2025-12-24,Express Shipping
40218,3948,2025-12-24,2025-12-29,Free Shipping
40219,3880,2025-12-24,2025-12-25,Standard Shipping
40220,5281,2025-12-24,2025-12-24,Express Shipping
40221,2896,2025-12-24,2025-12-24,Express Shipping
40222,4086,2025-12-24,2025-12-29,Free Shipping
40223,5439,2025-12-24,2025-12-24,Express Shipping
40224,4305,2025-12-24,2025-12-25,Standard Shipping
40225,1796,2025-12-24,2025-12-26,Standard Shipping
40226,1014,2025-12-24,2025-12-24,Express Shipping
40227,5058,2025-12-24,2025-12-29,Free Shipping
40228,2784,2025-12-24,2025-12-27,Free Shipping
40229,1492,2025-12-24,2025-12-24,Express Shipping
40230,3512,2025-12-24,2025-12-27,Free Shipping
40231,221,2025-12-24,2025-12-25,Standard Shipping
40232,212,2025-12-24,2025-12-26,Standard Shipping
40233,5376,2025-12-24,2025-12-24,Express Shipping
40234,3532,2025-12-24,2025-12-26,Standard Shipping
40235,1170,2025-12-24,2025-12-26,Standard Shipping
40236,2738,2025-12-24,2025-12-26,Standard Shipping
40237,3507,2025-12-24,2025-12-26,Standard Shipping
40238,2526,2025-12-24,2025-12-29,Free Shipping
40239,5261,2025-12-24,2025-12-29,Free Shipping
40240,4808,2025-12-24,2025-12-26,Standard Shipping
40241,2633,2025-12-24,2025-12-25,Standard Shipping
40242,2582,2025-12-24,2025-12-27,Free Shipping
40243,4474,2025-12-24,2025-12-28,Free Shipping
40244,133,2025-12-24,2025-12-25,Standard Shipping
40245,2644,2025-12-24,2025-12-29,Free Shipping
40246,3892,2025-12-24,2025-12-27,Free Shipping
40247,552,2025-12-24,2025-12-28,Free Shipping
40248,5143,2025-12-24,2025-12-28,Free Shipping
40249,3764,2025-12-24,2025-12-27,Free Shipping
40250,5147,2025-12-24,2025-12-28,Free Shipping
40251,2508,2025-12-24,2025-12-27,Free Shipping
40252,4021,2025-12-24,2025-12-26,Standard Shipping
40253,2247,2025-12-24,2025-12-28,Free Shipping
40254,2640,2025-12-24,2025-12-25,Standard Shipping
40255,5220,2025-12-24,2025-12-24,Express Shipping
40256,322,2025-12-24,2025-12-25,Standard Shipping
40257,2261,2025-12-24,2025-12-27,Free Shipping
40258,916,2025-12-24,2025-12-29,Free Shipping
40259,2083,2025-12-24,2025-12-27,Free Shipping
40260,1704,2025-12-24,2025-12-25,Standard Shipping
40261,3317,2025-12-24,2025-12-24,Express Shipping
40262,3271,2025-12-25,2025-12-26,Standard Shipping
40263,1515,2025-12-25,2025-12-27,Standard Shipping
40264,1862,2025-12-25,2025-12-28,Free Shipping
40265,2452,2025-12-25,2025-12-26,Standard Shipping
40266,4915,2025-12-25,2025-12-28,Free Shipping
40267,124,2025-12-25,2025-12-27,Standard Shipping
40268,1950,2025-12-25,2025-12-25,Express Shipping
40269,2679,2025-12-25,2025-12-27,Standard Shipping
40270,2795,2025-12-25,2025-12-25,Express Shipping
40271,362,2025-12-25,2025-12-26,Standard Shipping
40272,515,2025-12-25,2025-12-30,Free Shipping
40273,2509,2025-12-25,2025-12-25,Express Shipping
40274,1405,2025-12-25,2025-12-30,Free Shipping
40275,4598,2025-12-25,2025-12-30,Free Shipping
40276,1293,2025-12-25,2025-12-30,Free Shipping
40277,4757,2025-12-25,2025-12-25,Express Shipping
40278,5028,2025-12-25,2025-12-27,Standard Shipping
40279,782,2025-12-25,2025-12-29,Free Shipping
40280,4161,2025-12-25,2025-12-28,Free Shipping
40281,4979,2025-12-25,2025-12-28,Free Shipping
40282,3685,2025-12-25,2025-12-27,Standard Shipping
40283,1450,2025-12-25,2025-12-28,Free Shipping
40284,3041,2025-12-25,2025-12-29,Free Shipping
40285,1078,2025-12-25,2025-12-29,Free Shipping
40286,5129,2025-12-25,2025-12-30,Free Shipping
40287,4201,2025-12-25,2025-12-28,Free Shipping
40288,3664,2025-12-25,2025-12-29,Free Shipping
40289,4743,2025-12-25,2025-12-29,Free Shipping
40290,1816,2025-12-25,2025-12-26,Standard Shipping
40291,977,2025-12-25,2025-12-26,Standard Shipping
40292,221,2025-12-25,2025-12-29,Free Shipping
40293,4213,2025-12-25,2025-12-27,Standard Shipping
40294,5199,2025-12-25,2025-12-30,Free Shipping
40295,2292,2025-12-25,2025-12-27,Standard Shipping
40296,3438,2025-12-25,2025-12-29,Free Shipping
40297,2960,2025-12-25,2025-12-29,Free Shipping
40298,2249,2025-12-25,2025-12-29,Free Shipping
40299,1764,2025-12-25,2025-12-28,Free Shipping
40300,3599,2025-12-25,2025-12-25,Express Shipping
40301,1221,2025-12-25,2025-12-30,Free Shipping
40302,4211,2025-12-25,2025-12-26,Standard Shipping
40303,1792,2025-12-25,2025-12-30,Free Shipping
40304,4986,2025-12-25,2025-12-27,Standard Shipping
40305,2363,2025-12-25,2025-12-29,Free Shipping
40306,521,2025-12-25,2025-12-28,Free Shipping
40307,377,2025-12-25,2025-12-29,Free Shipping
40308,967,2025-12-25,2025-12-26,Standard Shipping
40309,3103,2025-12-25,2025-12-28,Free Shipping
40310,2323,2025-12-25,2025-12-27,Standard Shipping
40311,2896,2025-12-25,2025-12-29,Free Shipping
40312,1289,2025-12-26,2025-12-31,Free Shipping
40313,5358,2025-12-26,2025-12-29,Free Shipping
40314,2044,2025-12-26,2025-12-29,Free Shipping
40315,3892,2025-12-26,2025-12-26,Express Shipping
40316,2637,2025-12-26,2025-12-31,Free Shipping
40317,5271,2025-12-26,2025-12-30,Free Shipping
40318,2132,2025-12-26,2025-12-26,Express Shipping
40319,2936,2025-12-26,2025-12-26,Express Shipping
40320,1096,2025-12-26,2025-12-31,Free Shipping
40321,3014,2025-12-26,2025-12-30,Free Shipping
40322,5130,2025-12-26,2025-12-30,Free Shipping
40323,338,2025-12-26,2025-12-27,Standard Shipping
40324,501,2025-12-26,2025-12-30,Free Shipping
40325,3449,2025-12-26,2025-12-26,Express Shipping
40326,5337,2025-12-26,2025-12-28,Standard Shipping
40327,2071,2025-12-26,2025-12-31,Free Shipping
40328,5623,2025-12-26,2025-12-31,Free Shipping
40329,3367,2025-12-26,2025-12-29,Free Shipping
40330,2962,2025-12-26,2025-12-30,Free Shipping
40331,1757,2025-12-26,2025-12-30,Free Shipping
40332,3949,2025-12-26,2025-12-27,Standard Shipping
40333,2603,2025-12-26,2025-12-29,Free Shipping
40334,1097,2025-12-26,2025-12-27,Standard Shipping
40335,4947,2025-12-26,2025-12-31,Free Shipping
40336,880,2025-12-26,2025-12-31,Free Shipping
40337,1708,2025-12-26,2025-12-29,Free Shipping
40339,5248,2025-12-26,2025-12-29,Free Shipping
40340,18,2025-12-26,2025-12-31,Free Shipping
40341,1629,2025-12-26,2025-12-26,Express Shipping
40342,4375,2025-12-26,2025-12-31,Free Shipping
40343,3158,2025-12-26,2025-12-28,Standard Shipping
40344,4476,2025-12-26,2025-12-30,Free Shipping
40345,614,2025-12-26,2025-12-31,Free Shipping
40346,5442,2025-12-26,2025-12-29,Free Shipping
40347,1462,2025-12-26,2025-12-29,Free Shipping
40348,5287,2025-12-26,2025-12-27,Standard Shipping
40349,5256,2025-12-26,2025-12-31,Free Shipping
40350,859,2025-12-26,2025-12-30,Free Shipping
40351,2529,2025-12-26,2025-12-27,Standard Shipping
40352,1251,2025-12-26,2025-12-26,Express Shipping
40353,949,2025-12-26,2025-12-28,Standard Shipping
40354,5070,2025-12-26,2025-12-29,Free Shipping
40355,24,2025-12-26,2025-12-26,Express Shipping
40356,2156,2025-12-26,2025-12-29,Free Shipping
40357,3005,2025-12-26,2025-12-28,Standard Shipping
40358,3646,2025-12-26,2025-12-30,Free Shipping
40359,3143,2025-12-26,2025-12-28,Standard Shipping
40360,1317,2025-12-26,2025-12-30,Free Shipping
40361,3158,2025-12-26,2025-12-31,Free Shipping
40362,1440,2025-12-27,2026-01-01,Free Shipping
40363,1453,2025-12-27,2025-12-27,Express Shipping
40364,407,2025-12-27,2025-12-27,Express Shipping
40365,3414,2025-12-27,2026-01-01,Free Shipping
40366,3722,2025-12-27,2025-12-30,Free Shipping
40367,3174,2025-12-27,2025-12-30,Free Shipping
40368,3105,2025-12-27,2025-12-27,Express Shipping
40369,1958,2025-12-27,2026-01-01,Free Shipping
40370,386,2025-12-27,2026-01-01,Free Shipping
40371,2766,2025-12-27,2025-12-27,Express Shipping
40372,3264,2025-12-27,2025-12-31,Free Shipping
40373,1061,2025-12-27,2025-12-28,Standard Shipping
40374,2307,2025-12-27,2025-12-28,Standard Shipping
40375,1155,2025-12-27,2025-12-27,Express Shipping
40376,240,2025-12-27,2025-12-30,Free Shipping
40377,1555,2025-12-27,2025-12-30,Free Shipping
40378,2458,2025-12-27,2025-12-30,Free Shipping
40379,2953,2025-12-27,2025-12-30,Free Shipping
40380,1059,2025-12-27,2025-12-31,Free Shipping
40381,5385,2025-12-27,2025-12-28,Standard Shipping
40382,5531,2025-12-27,2025-12-31,Free Shipping
40383,5343,2025-12-27,2025-12-29,Standard Shipping
40384,3881,2025-12-27,2025-12-30,Free Shipping
40385,4305,2025-12-27,2025-12-31,Free Shipping
40386,3383,2025-12-27,2026-01-01,Free Shipping
40388,2164,2025-12-27,2026-01-01,Free Shipping
40389,775,2025-12-27,2025-12-28,Standard Shipping
40390,5288,2025-12-27,2025-12-30,Free Shipping
40391,4898,2025-12-27,2026-01-01,Free Shipping
40392,862,2025-12-27,2025-12-30,Free Shipping
40393,2929,2025-12-27,2025-12-30,Free Shipping
40394,1342,2025-12-27,2026-01-01,Free Shipping
40395,206,2025-12-27,2025-12-27,Express Shipping
40396,1972,2025-12-27,2026-01-01,Free Shipping
40397,1409,2025-12-27,2025-12-28,Standard Shipping
40398,4414,2025-12-27,2025-12-31,Free Shipping
40399,2965,2025-12-27,2026-01-01,Free Shipping
40400,746,2025-12-27,2025-12-28,Standard Shipping
40401,2654,2025-12-27,2025-12-27,Express Shipping
40402,1496,2025-12-27,2025-12-27,Express Shipping
40403,3696,2025-12-27,2025-12-28,Standard Shipping
40404,3022,2025-12-27,2026-01-01,Free Shipping
40405,609,2025-12-27,2025-12-29,Standard Shipping
40406,486,2025-12-27,2025-12-31,Free Shipping
40407,3573,2025-12-27,2025-12-27,Express Shipping
40408,4535,2025-12-27,2025-12-28,Standard Shipping
40409,1938,2025-12-27,2025-12-30,Free Shipping
40410,2231,2025-12-27,2025-12-31,Free Shipping
40411,3818,2025-12-27,2025-12-29,Standard Shipping
40412,1825,2025-12-27,2025-12-29,Standard Shipping
40413,141,2025-12-27,2025-12-30,Free Shipping
40414,2886,2025-12-27,2025-12-28,Standard Shipping
40415,3082,2025-12-27,2026-01-01,Free Shipping
40416,3067,2025-12-28,2025-12-30,Standard Shipping
40417,4700,2025-12-28,2025-12-31,Free Shipping
40418,3846,2025-12-28,2026-01-01,Free Shipping
40419,4688,2025-12-28,2025-12-30,Standard Shipping
40420,1077,2025-12-28,2025-12-30,Standard Shipping
40421,3714,2025-12-28,2025-12-28,Express Shipping
40422,722,2025-12-28,2025-12-29,Standard Shipping
40423,1229,2025-12-28,2025-12-29,Standard Shipping
40424,5471,2025-12-28,2025-12-31,Free Shipping
40425,5360,2025-12-28,2026-01-02,Free Shipping
40426,2756,2025-12-28,2026-01-02,Free Shipping
40427,3888,2025-12-28,2025-12-28,Express Shipping
40428,2223,2025-12-28,2025-12-28,Express Shipping
40429,2939,2025-12-28,2025-12-30,Standard Shipping
40430,5308,2025-12-28,2025-12-28,Express Shipping
40431,3750,2025-12-28,2025-12-31,Free Shipping
40432,5285,2025-12-28,2025-12-29,Standard Shipping
40433,178,2025-12-28,2026-01-01,Free Shipping
40434,4300,2025-12-28,2025-12-28,Express Shipping
40435,3011,2025-12-28,2025-12-28,Express Shipping
40436,2188,2025-12-28,2026-01-02,Free Shipping
40437,1442,2025-12-28,2025-12-28,Express Shipping
40438,5050,2025-12-28,2025-12-31,Free Shipping
40439,5595,2025-12-28,2025-12-31,Free Shipping
40440,2408,2025-12-28,2025-12-30,Standard Shipping
40441,782,2025-12-28,2025-12-30,Standard Shipping
40442,293,2025-12-28,2025-12-29,Standard Shipping
40443,5269,2025-12-28,2025-12-31,Free Shipping
40444,285,2025-12-28,2026-01-02,Free Shipping
40445,2271,2025-12-28,2025-12-29,Standard Shipping
40446,1614,2025-12-28,2026-01-01,Free Shipping
40447,2861,2025-12-28,2026-01-02,Free Shipping
40448,3485,2025-12-28,2025-12-31,Free Shipping
40449,3961,2025-12-28,2025-12-30,Standard Shipping
40450,4661,2025-12-28,2026-01-01,Free Shipping
40451,2258,2025-12-28,2026-01-01,Free Shipping
40452,2835,2025-12-28,2026-01-02,Free Shipping
40453,2073,2025-12-28,2025-12-29,Standard Shipping
40454,4315,2025-12-28,2025-12-30,Standard Shipping
40455,5091,2025-12-28,2025-12-30,Standard Shipping
40456,4988,2025-12-28,2026-01-02,Free Shipping
40457,1569,2025-12-28,2025-12-29,Standard Shipping
40458,2019,2025-12-29,2025-12-30,Standard Shipping
40459,1657,2025-12-29,2025-12-31,Standard Shipping
40460,3534,2025-12-29,2026-01-03,Free Shipping
40461,1279,2025-12-29,2026-01-02,Free Shipping
40462,3943,2025-12-29,2026-01-01,Free Shipping
40463,5184,2025-12-29,2025-12-29,Express Shipping
40464,4089,2025-12-29,2026-01-03,Free Shipping
40465,520,2025-12-29,2026-01-02,Free Shipping
40466,3842,2025-12-29,2026-01-03,Free Shipping
40467,1011,2025-12-29,2026-01-01,Free Shipping
40468,1282,2025-12-29,2025-12-31,Standard Shipping
40469,2422,2025-12-29,2025-12-29,Express Shipping
40470,3149,2025-12-29,2026-01-02,Free Shipping
40471,4385,2025-12-29,2025-12-29,Express Shipping
40472,5007,2025-12-29,2025-12-31,Standard Shipping
40473,5218,2025-12-29,2025-12-30,Standard Shipping
40474,898,2025-12-29,2026-01-03,Free Shipping
40475,2261,2025-12-29,2025-12-31,Standard Shipping
40476,3782,2025-12-29,2026-01-03,Free Shipping
40477,2285,2025-12-29,2026-01-02,Free Shipping
40478,1151,2025-12-29,2026-01-03,Free Shipping
40479,4911,2025-12-29,2025-12-31,Standard Shipping
40480,5165,2025-12-29,2026-01-01,Free Shipping
40481,3859,2025-12-29,2026-01-03,Free Shipping
40482,1895,2025-12-29,2025-12-30,Standard Shipping
40483,4102,2025-12-29,2026-01-02,Free Shipping
40484,288,2025-12-29,2026-01-03,Free Shipping
40485,2917,2025-12-29,2026-01-01,Free Shipping
40486,4573,2025-12-29,2025-12-31,Standard Shipping
40487,5544,2025-12-29,2025-12-30,Standard Shipping
40488,2584,2025-12-29,2025-12-30,Standard Shipping
40489,1792,2025-12-29,2026-01-01,Free Shipping
40490,842,2025-12-29,2026-01-02,Free Shipping
40491,2588,2025-12-29,2025-12-29,Express Shipping
40492,2328,2025-12-29,2025-12-30,Standard Shipping
40493,294,2025-12-29,2026-01-02,Free Shipping
40494,1908,2025-12-29,2025-12-31,Standard Shipping
40495,2340,2025-12-29,2026-01-02,Free Shipping
40496,3297,2025-12-29,2026-01-02,Free Shipping
40497,3312,2025-12-29,2025-12-29,Express Shipping
40498,1056,2025-12-29,2026-01-03,Free Shipping
40499,4622,2025-12-29,2025-12-29,Express Shipping
40500,1635,2025-12-29,2025-12-30,Standard Shipping
40501,4311,2025-12-29,2026-01-03,Free Shipping
40502,2958,2025-12-29,2026-01-02,Free Shipping
40503,1099,2025-12-29,2025-12-29,Express Shipping
40504,3472,2025-12-29,2026-01-01,Free Shipping
40505,1351,2025-12-29,2025-12-29,Express Shipping
40506,11,2025-12-29,2026-01-02,Free Shipping
40507,2317,2025-12-29,2025-12-30,Standard Shipping
40508,5069,2025-12-29,2025-12-30,Standard Shipping
40509,1174,2025-12-29,2025-12-31,Standard Shipping
40510,1269,2025-12-30,2026-01-03,Free Shipping
40511,1037,2025-12-30,2025-12-31,Standard Shipping
40512,2915,2025-12-30,2025-12-31,Standard Shipping
40513,3344,2025-12-30,2026-01-04,Free Shipping
40514,2619,2025-12-30,2025-12-31,Standard Shipping
40515,4186,2025-12-30,2025-12-31,Standard Shipping
40516,3274,2025-12-30,2026-01-01,Standard Shipping
40517,5240,2025-12-30,2026-01-02,Free Shipping
40518,3417,2025-12-30,2025-12-31,Standard Shipping
40519,3521,2025-12-30,2026-01-03,Free Shipping
40520,4166,2025-12-30,2026-01-01,Standard Shipping
40521,1202,2025-12-30,2026-01-02,Free Shipping
40522,5252,2025-12-30,2025-12-30,Express Shipping
40523,2533,2025-12-30,2026-01-01,Standard Shipping
40524,2519,2025-12-30,2026-01-03,Free Shipping
40525,4344,2025-12-30,2026-01-02,Free Shipping
40526,2104,2025-12-30,2026-01-03,Free Shipping
40527,4649,2025-12-30,2026-01-03,Free Shipping
40528,2438,2025-12-30,2026-01-02,Free Shipping
40529,1849,2025-12-30,2026-01-03,Free Shipping
40530,1608,2025-12-30,2026-01-04,Free Shipping
40531,5094,2025-12-30,2025-12-31,Standard Shipping
40532,2582,2025-12-30,2025-12-30,Express Shipping
40533,4544,2025-12-30,2026-01-01,Standard Shipping
40534,992,2025-12-30,2025-12-30,Express Shipping
40535,3724,2025-12-30,2025-12-31,Standard Shipping
40536,3286,2025-12-30,2026-01-04,Free Shipping
40537,3205,2025-12-30,2026-01-04,Free Shipping
40538,801,2025-12-30,2025-12-31,Standard Shipping
40539,986,2025-12-30,2026-01-04,Free Shipping
40540,2782,2025-12-30,2026-01-01,Standard Shipping
40541,2617,2025-12-30,2026-01-01,Standard Shipping
40542,3240,2025-12-30,2026-01-03,Free Shipping
40543,1781,2025-12-30,2026-01-02,Free Shipping
40544,3884,2025-12-30,2026-01-02,Free Shipping
40545,806,2025-12-30,2025-12-31,Standard Shipping
40546,1445,2025-12-30,2026-01-03,Free Shipping
40547,687,2025-12-30,2025-12-31,Standard Shipping
40548,4380,2025-12-30,2025-12-31,Standard Shipping
40549,4984,2025-12-30,2026-01-03,Free Shipping
40550,5569,2025-12-30,2026-01-03,Free Shipping
40551,5354,2025-12-30,2026-01-03,Free Shipping
40552,4861,2025-12-30,2025-12-31,Standard Shipping
40553,1457,2025-12-30,2026-01-01,Standard Shipping
40554,5534,2025-12-30,2025-12-31,Standard Shipping
40555,4353,2025-12-30,2026-01-01,Standard Shipping
40556,4258,2025-12-30,2026-01-04,Free Shipping
40557,4066,2025-12-30,2025-12-30,Express Shipping
40558,2581,2025-12-30,2026-01-04,Free Shipping
40559,3553,2025-12-30,2025-12-31,Standard Shipping
40560,783,2025-12-30,2025-12-31,Standard Shipping
40561,1903,2025-12-30,2025-12-31,Standard Shipping
40562,4880,2025-12-30,2026-01-04,Free Shipping
40563,4202,2025-12-30,2026-01-04,Free Shipping
40564,4260,2025-12-31,2026-01-02,Standard Shipping
40565,2158,2025-12-31,2026-01-04,Free Shipping
40566,4458,2025-12-31,2026-01-04,Free Shipping
40567,967,2025-12-31,2026-01-05,Free Shipping
40568,3428,2025-12-31,2026-01-05,Free Shipping
40569,5237,2025-12-31,2026-01-05,Free Shipping
40570,1659,2025-12-31,2025-12-31,Express Shipping
40571,2064,2025-12-31,2026-01-04,Free Shipping
40572,131,2025-12-31,2026-01-01,Standard Shipping
40573,4482,2025-12-31,2026-01-03,Free Shipping
40574,3410,2025-12-31,2026-01-05,Free Shipping
40575,4556,2025-12-31,2026-01-05,Free Shipping
40576,3579,2025-12-31,2026-01-01,Standard Shipping
40577,2372,2025-12-31,2026-01-04,Free Shipping
40578,3072,2025-12-31,2025-12-31,Express Shipping
40579,3290,2025-12-31,2025-12-31,Express Shipping
40580,5090,2025-12-31,2026-01-05,Free Shipping
40581,3932,2025-12-31,2025-12-31,Express Shipping
40582,2580,2025-12-31,2026-01-03,Free Shipping
40583,2447,2025-12-31,2026-01-01,Standard Shipping
40584,3842,2025-12-31,2026-01-03,Free Shipping
40585,440,2025-12-31,2026-01-04,Free Shipping
40586,2967,2025-12-31,2026-01-01,Standard Shipping
40587,5065,2025-12-31,2026-01-01,Standard Shipping
40588,745,2025-12-31,2026-01-03,Free Shipping
40589,476,2025-12-31,2026-01-02,Standard Shipping
40590,3363,2025-12-31,2026-01-04,Free Shipping
40592,98,2025-12-31,2026-01-02,Standard Shipping
40593,402,2025-12-31,2026-01-05,Free Shipping
40594,5201,2025-12-31,2026-01-01,Standard Shipping
40595,3716,2025-12-31,2026-01-01,Standard Shipping
40596,2033,2025-12-31,2026-01-05,Free Shipping
40597,2802,2025-12-31,2026-01-01,Standard Shipping
40598,5430,2025-12-31,2026-01-05,Free Shipping
40599,267,2025-12-31,2025-12-31,Express Shipping
40600,3028,2025-12-31,2025-12-31,Express Shipping
40601,2435,2025-12-31,2026-01-02,Standard Shipping
40602,3420,2025-12-31,2026-01-02,Standard Shipping
40603,4958,2025-12-31,2026-01-03,Free Shipping
40604,2777,2025-12-31,2026-01-03,Free Shipping
40605,4245,2025-12-31,2026-01-03,Free Shipping
40606,3335,2025-12-31,2026-01-02,Standard Shipping
40607,3941,2025-12-31,2026-01-03,Free Shipping
40608,1460,2025-12-31,2026-01-01,Standard Shipping
40609,3658,2025-12-31,2026-01-02,Standard Shipping
40610,1924,2025-12-31,2025-12-31,Express Shipping
40611,326,2025-12-31,2026-01-05,Free Shipping
40612,4864,2025-12-31,2026-01-04,Free Shipping
40613,5311,2025-12-31,2025-12-31,Express Shipping
40614,1573,2025-12-31,2026-01-01,Standard Shipping
40615,2483,2025-12-31,2026-01-05,Free Shipping
40616,2134,2025-12-31,2026-01-03,Free Shipping
40617,1028,2025-12-31,2025-12-31,Express Shipping
40618,3774,2025-12-31,2026-01-03,Free Shipping
40619,2354,2025-12-31,2026-01-05,Free Shipping
40620,5620,2025-12-31,2026-01-05,Free Shipping
40621,5274,2026-01-01,2026-01-05,Free Shipping
40622,3423,2026-01-01,2026-01-04,Free Shipping
40623,5372,2026-01-01,2026-01-02,Standard Shipping
40624,3302,2026-01-01,2026-01-06,Free Shipping
40625,1824,2026-01-01,2026-01-05,Free Shipping
40626,1196,2026-01-01,2026-01-04,Free Shipping
40627,4055,2026-01-01,2026-01-04,Free Shipping
40628,1931,2026-01-01,2026-01-05,Free Shipping
40629,3367,2026-01-01,2026-01-05,Free Shipping
40630,3479,2026-01-01,2026-01-05,Free Shipping
40631,2294,2026-01-01,2026-01-04,Free Shipping
40632,5538,2026-01-01,2026-01-05,Free Shipping
40633,2192,2026-01-01,2026-01-01,Express Shipping
40634,4732,2026-01-01,2026-01-05,Free Shipping
40635,5244,2026-01-01,2026-01-03,Standard Shipping
40636,1086,2026-01-01,2026-01-03,Standard Shipping
40637,4085,2026-01-01,2026-01-02,Standard Shipping
40638,781,2026-01-01,2026-01-05,Free Shipping
40639,1185,2026-01-01,2026-01-05,Free Shipping
40640,3840,2026-01-01,2026-01-05,Free Shipping
40641,4360,2026-01-01,2026-01-02,Standard Shipping
40642,5617,2026-01-01,2026-01-01,Express Shipping
40643,1626,2026-01-01,2026-01-06,Free Shipping
40644,2497,2026-01-01,2026-01-05,Free Shipping
40645,2615,2026-01-01,2026-01-06,Free Shipping
40646,258,2026-01-01,2026-01-02,Standard Shipping
40647,522,2026-01-01,2026-01-06,Free Shipping
40648,2129,2026-01-01,2026-01-01,Express Shipping
40649,4640,2026-01-01,2026-01-01,Express Shipping
40650,1241,2026-01-01,2026-01-04,Free Shipping
40651,76,2026-01-01,2026-01-06,Free Shipping
40652,3591,2026-01-01,2026-01-01,Express Shipping
40653,64,2026-01-01,2026-01-02,Standard Shipping
40654,5594,2026-01-01,2026-01-01,Express Shipping
40655,4524,2026-01-01,2026-01-04,Free Shipping
40656,3254,2026-01-01,2026-01-05,Free Shipping
40657,4043,2026-01-01,2026-01-05,Free Shipping
40658,156,2026-01-01,2026-01-04,Free Shipping
40659,3702,2026-01-01,2026-01-06,Free Shipping
40660,1615,2026-01-01,2026-01-05,Free Shipping
40661,1958,2026-01-01,2026-01-02,Standard Shipping
40662,5171,2026-01-01,2026-01-05,Free Shipping
40663,2060,2026-01-01,2026-01-01,Express Shipping
40664,5595,2026-01-01,2026-01-01,Express Shipping
40665,4527,2026-01-01,2026-01-06,Free Shipping
40666,3630,2026-01-01,2026-01-02,Standard Shipping
40667,4402,2026-01-01,2026-01-05,Free Shipping
40668,3695,2026-01-01,2026-01-01,Express Shipping
40669,3165,2026-01-01,2026-01-04,Free Shipping
40670,862,2026-01-01,2026-01-04,Free Shipping
40671,309,2026-01-01,2026-01-04,Free Shipping
40672,1585,2026-01-01,2026-01-03,Standard Shipping
40673,455,2026-01-01,2026-01-05,Free Shipping
40674,1910,2026-01-01,2026-01-06,Free Shipping
40675,5089,2026-01-02,2026-01-03,Standard Shipping
40676,225,2026-01-02,2026-01-04,Standard Shipping
40677,3787,2026-01-02,2026-01-04,Standard Shipping
40678,630,2026-01-02,2026-01-07,Free Shipping
40679,590,2026-01-02,2026-01-05,Free Shipping
40680,4906,2026-01-02,2026-01-05,Free Shipping
40681,2183,2026-01-02,2026-01-02,Express Shipping
40682,3690,2026-01-02,2026-01-02,Express Shipping
40683,5253,2026-01-02,2026-01-05,Free Shipping
40684,908,2026-01-02,2026-01-04,Standard Shipping
